code,code_description,terminology,active_in_algorithm,diabetes_type,diabetes_type_level2,diabetes_type_level3
E11,Type 2 diabetes mellitus,ICD10,1,Type 2,,
E110,Type 2 diabetes mellitus With coma,ICD10,1,Type 2,,
E111,Type 2 diabetes mellitus With ketoacidosis,ICD10,1,Type 2,,
E112,Type 2 diabetes mellitus With renal complications,ICD10,1,Type 2,,
E113,Type 2 diabetes mellitus With ophthalmic complications,ICD10,1,Type 2,,
E114,Type 2 diabetes mellitus With neurological complications,ICD10,1,Type 2,,
E115,Type 2 diabetes mellitus With peripheral circulatory complications,ICD10,1,Type 2,,
E116,Type 2 diabetes mellitus With other specified complications,ICD10,1,Type 2,,
E117,Type 2 diabetes mellitus With multiple complications,ICD10,1,Type 2,,
E118,Type 2 diabetes mellitus With unspecified complications,ICD10,1,Type 2,,
E119,Type 2 diabetes mellitus Without complications,ICD10,1,Type 2,,
O241,Diabetes mellitus in pregnancy: Pre-existing type 2 diabetes mellitus,ICD10,1,Type 2,,
110181000119105,Peripheral sensory neuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140381000119104,Neuropathic ulcer of toe due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140391000119101,Ulcer of toe due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140521000119107,Ischemic ulcer of foot due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1491000119102,Vitreous hemorrhage due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1511000119107,Peripheral neuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
157141000119108,Proteinuria due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
190331003,Hyperosmolar coma due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
190388001,Multiple complications due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
190389009,Type II diabetes mellitus with ulcer (disorder),SNOMED,1,Type 2,,
199230006,Pre-existing type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
237599002,Insulin treated type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
237627000,Pregnancy and type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
24471000000103,Type 2 diabetic on insulin (finding),SNOMED,1,Type 2,,
24481000000101,Type 2 diabetic on diet only (finding),SNOMED,1,Type 2,,
279321000000104,Diabetes type 2 review (regime/therapy),SNOMED,1,Type 2,,
313436004,Type II diabetes mellitus without complication (disorder),SNOMED,1,Type 2,,
314902007,Peripheral angiopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
314903002,Arthropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
314904008,Type II diabetes mellitus with neuropathic arthropathy (disorder),SNOMED,1,Type 2,,
395204000,Hyperosmolar non-ketotic state due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
420279001,Renal disorder due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
420436000,Mononeuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
420715001,Persistent microalbuminuria due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
420756003,Cataract of eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
421326000,Disorder of nervous system due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
421631007,Gangrene due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
421750000,Ketoacidosis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
421779007,Exudative maculopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
421847006,Ketoacidotic coma due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
421986006,Persistent proteinuria due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
422014003,Disorder due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
422034002,Retinopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
422099009,Disorder of eye due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
422166005,Peripheral circulatory disorder due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
44054006,Diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
443694000,Type II diabetes mellitus uncontrolled (finding),SNOMED,1,Type 2,,
445353002,Brittle type II diabetes mellitus (finding),SNOMED,1,Type 2,,
472969004,History of diabetes mellitus type 2 (situation),SNOMED,1,Type 2,,
532411000000102,Diabetes mellitus adult onset with no mention of complication (disorder),SNOMED,1,Type 2,,
703138006,Type II diabetes mellitus in remission (disorder),SNOMED,1,Type 2,,
713703005,Gastroparesis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
713706002,Polyneuropathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
719216001,Hypoglycemic coma due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
731000119105,Chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
754121000000107,Type II diabetic dietary review (regime/therapy),SNOMED,1,Type 2,,
761000119102,Dyslipidemia due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
791000119109,Angina due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
81531005,Diabetes mellitus type 2 in obese (disorder),SNOMED,1,Type 2,,
87451000119102,Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
164971000119101,Type 2 diabetes mellitus controlled by diet (finding),SNOMED,1,Type 2,,
359642000,Diabetes mellitus type 2 in nonobese (disorder),SNOMED,1,Type 2,,
444110003,Type II diabetes mellitus well controlled (finding),SNOMED,1,Type 2,,
609567009,Pre-existing type 2 diabetes mellitus in pregnancy (disorder),SNOMED,1,Type 2,,
769220000,Macular edema due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1003605004,Glaucoma suspect due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
102621000119101,Ulcer of skin due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
104961000119108,Ischemia of retina due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
10656271000119102,Ulcer of skin of toe due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
10661671000119102,Ulcer of right foot due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
108781000119105,Neuropathic ulcer of midfoot AND/OR heel due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
108791000119108,Suspected glaucoma due to type 2 diabetes mellitus (situation),SNOMED,1,Type 2,,
110171000119107,Ulcer of lower limb due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
111231000119109,Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
119831000119106,Hypoglycemia unawareness due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
120731000119103,Hypoglycemia due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
12811000119100,Complication due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
137931000119102,Hyperlipidemia due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
138911000119106,Mild nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
138921000119104,Moderate nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140101000119109,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140111000119107,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140121000119100,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140131000119102,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
140531000119105,Neuropathic ulcer of foot due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1481000119100,Diabetes mellitus type 2 without retinopathy (disorder),SNOMED,1,Type 2,,
1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1521000119100,Ulcer of foot due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1531000119102,Dermopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
1551000119108,Nonproliferative retinopathy due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
15936501000119100,Inflammatory dermatosis due to type 2 diabetes mellitus (disorder),SNOMED,1,Type 2,,
16745051000119107,Nonproliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16745131000119100,Nonproliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16745531000119108,Mild nonproliferative retinopathy of left eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
16745651000119101,Mild nonproliferative retinopathy of right eye due to diabetes mellitus type 2 (disorder),SNOMED,1,Type 2,,
